,bloggername,title,description,postdate
1687,"오롯이 여행, 은밀한 味행","한국의 커피문화를 재조명한 전시회 - Coffee, 양탕국에서... ","<b>강남</b> 중심에는 도보 10여 분 거리에 30개가 넘는 매장이 있다니 지금의 대한민국은 커피 천국이라고... 인천터미널역에서 111-2번, 동인천역에서 16번 시내버스, <b>강남역</b>-양재역에서 9200번, 광명역-석수역에서... ",20110526
1688,바람의 노래를 들어라,night of hongdae...,"서울의 압구정과 청담, 테헤란로, <b>강남역</b> 주변은 내 흥미를 끌지 못한다. 나에게 있어 홍대나 신촌, 대학로 주변의 고즈넉한 고궁들과... 인사동의 <b>찻집</b>...광화문...시청앞.... 아현동의 수많은 주택들... 남산과... ",20040920
1689,시간의 푸른 그늘,가을맞이 서울여행 일지,오후엔 <b>강남역</b>과 연결된 삼성타운의 &lt; 매드 포 갈릭 &gt;에서 대학 동기 여학생들과 만나기로 되어 있었다.... 오붓해서 더 자분자분 깊은 얘기를 나눌 수 있었던 자리..^^* 저녁 먹은 후엔 영훈이 보아 둔 작은 <b>찻집</b>에... ,20130914
1690,보르조이 [SUNNY 와 SHINE],2014년 3월23일 Twitter 이야기,"유권소의 <b>강남역</b> 1인 피켓시위 모습입니다! <b>강남</b>에선 생소한 모습이였겠지요?... co/173B3Gmivq Retweeted by yscho211 yscho211 22:09| twitter 인사동 다사랑 전통<b>찻집</b>에서,, http://t.co/LyRrU8Rk1l... ",20140323
1691,자연형의 뜰,[<b>강남역</b> 카페] 오설록,"<b>강남역</b> 근처, <b>강남</b>대로변에 위치한 카페지만 상업적이지 않은 자신만의 분위기를 자아내는 카페다. 예전에도 <b>강남역</b>에 오설록이 있었는데 그땐 명동에서 인기를 얻은 오설록 매장이 마구잡이로 생겨나고 있던... ",20150909
1692,The most recent will,"10/20 일본 녹차 워크샵, 크로스핏, 매운냉면, 디저트, 필립 볼","언니가 솜이를 주말동안 맡아주기로 약속하고 첫 번째로 한 일은 평소 좋아하는 <b>찻집</b> + 너무 궁금한... 무튼 <b>찻집</b>에 도착해서는 3층으로 안내를 받았다. 나는 거기가 1,2층만 있는 줄 알았는데 (전에 1회 와봄) 3층에... ",20181020
1693,김유주 홈페이지 헬로유주닷컴 helloyuju.com,[유주소울푸드] 2탄 : 커피 Coffee,"마키아토와 함께 사진에 있는 건 자주 가는 <b>찻집</b>의 '카페 라떼' 입니다, 역시 우유 거품^.^ 최근 가장 사랑하는 커피전문점 &quot;폴 바셋 Paul Bassett&quot; 입니다. <b>강남</b> 신세계 지하에서 순전히 후각만으로 찾아냈던... ",20131012
1694,♡카페토랑♡,2009년 하반기 카페토랑 블로그 통계자료 입니다.,"4%) 전통<b>찻집</b> 2/54 (5.0%) 유럽식 레스토랑 1/20 (1.9%) 아시안식 레스토랑 0/0 (0.0%) 동남아식 레스토랑... [<b>강남역</b> 맛집│소품 카페] 커피, 날개를 달.. - 106개 (9.9%) 4. [석촌역 맛집│카페] 카페 머그(Cafe... ",20100103
1695,Happy Theater,삼청동 맛집,"맛집 - <b>강남역</b> 080224 상호 / 장르 / 주력 1 / 주소 / 윙버스 별점 /추가, 메뉴 온마을 / 한식... 뜰 / <b>찻집</b> / 차, 꽃잎차, 단호박시루떡 / 삼청동 35-169 / 100년 고옥 egg / 까페 / 커피, 와인, 머핀 / 소격동... ",20080324
1696,하루님안녕,일상의 커피,평소에 <b>찻집</b>을 가는 일이 거의 없어서 .. 나..백만년만에 <b>강남역</b>에서 까페를 가본것 같다. 시티극장 뒤로 오르막길을 좀 많이 올라가서 만난 &lt;100억&gt;까페는 ..그 앞의 까페들이 빈자리가 없어서 결국 여기까지... ,20090203
1697,교육부 공식 블로그,첫눈 오는 날 만나기로 한 남녀가 못 만난 까닭,"예컨대 서울 <b>강남역</b>에 눈이 펑펑 쏟아지더라도, 송월동에 눈이 내리지 않으면 첫눈으로 인정받지... 명동과 인사동 길 - 눈 오는 날 명동에서 어묵, 꼬치 등을 사먹으면서 구경하는 맛, 인사동 전통 <b>찻집</b>에서... ",20101208
1698,DATA FILEE STYLE,둘이 먹어도 푸짐한 유일무이 세계 최고 따봉 냄비빙수!... ,뉴욕핫도그&amp;커피 <b>강남</b>교보타워점 (66) 2012.08.23 탐앤탐스 아이스 카페 아메리카노 ♪ 탐앤탐스 청계광장점 (57) 2012.06.04 부드럽고 달콤한 유혹! 카페베네 녹차라떼!! 카페베네 <b>강남역</b>시티점 with 파나소닉... ,20120827
1699,[Riss의 세계] 몽상...그 끝없는 즐거움,앞으로 기억될 하루~,"우호호..나중에 정말로 꼭 한번 다시 가보고 싶은 그런 <b>찻집</b>이였어요.. 차를 마시고, 천천히 또 길 거리 집들을 구경하다~ 버스 타고 <b>강남역</b>으로 와서, 맛난 저녁 먹고~(약간 쌀쌀해서 우동에 튀김에.. 후후..저는... ",20060527
1700,민모군의 요리 먹고 조리 먹고,[<b>강남역</b>] 뜨끈한 겨울 차 아티제,그래도 달달한 후식으로 딸기향까지 나니.. 좋아요..ㅋㅋ <b>강남역</b> 지하에서 친구 기다릴 때.. 근데 이녀석이 좀 늦게 올 때.. <b>역</b> 밖으로는 나가기 싫어서 지하서 시간 보내야 할 때..ㅋㅋㅋ,20141106
1701,맛있는 이야기 '한스푼',[역삼동/란스시] 알차고 싱싱하게 회를 즐길 수 있는 일식당,평가 -<b>강남역</b>에서 중요한 모임이 있을 때 제격! -가격적인 여유가 있을 때 추천! 주소 서울 <b>강남</b>구... (3) 2010.08.23 [인사동/신옛<b>찻집</b>]소박하고 옛스러운 분위기 물씬~ 한스푼의 단골 전통<b>찻집</b> (0) 2010.08.21,20100903
1702,", anecdote",[숭실대 교환학생] 2017-2 : 상해 - 예원 / 와이탄 / 한인타운... ,있는 <b>찻집</b> 구곡교 건너편에서 보는 구곡교 워낙 늦게가서 대충 보고 나왔는데 상점들도 이미 다... 와라오ㅏ라ㅋㅋㅋㅋㅋㅋㅋㅋ <b>강남역</b> 와라와라 이후로 오랜만에 봄.. 우린 홍췐루 BBQ에서 치맥! 팅팅이가... ,20171102
1703,書冊券藏,[정연-라이트노벨] 반월당半月堂의 기묘한 이야기 1 (2014),"일 / <b>강남역</b>.알라딘중고서점 <b>강남</b>점 / 정가\10,000 -&gt; 중고가\5,300 독서 : 2015.8.7.금 ~ 8.8.토 쿄고쿠... <b>찻집</b>, 점집, 골동품점 등의 복합상점 비스무리한 이곳 &lt;반월당&gt;에 출입허가를 받은 유단이 그들과 '기묘'한... ",20150810
1704,:: Live Let Die ::,[대만/일본/한국 여행기] - No.11 한국 ~ 서울 (2),여기에 전통<b>찻집</b>들도 많다고 하던데 이미 오설록매장에서 한잔한지라 ㅋㅋㅋ 한방비누 가게와... 약속한 <b>강남역</b>으로 향했어요 +ㅅ+ 머니님과 만나기로 한건 좋은데 요 주변에서 도저히 free wifi를 잡을 수 없어... ,20130115
1705,sncap Style,[좋은곳][<b>강남</b>] 인도카페 - 꽃물 -,"위치는 <b>강남역</b> 6번출구 지오다노, 파스쿠치 골목안 오른쪽 2층.. 중앙에 위치한 장식이 인상적이며.. 많이 어둡다.ㅋㅋ 홍대의 인도카페와는 많이 다른 느낌. <b>찻집</b>이라고 하긴 하지만.. 메뉴는 대부분 식사... ",20071210
1706,どうして二人は出逢った？,홍대앞 TEA HOUSE : TRINITEA,"최근 모든 약속이 <b>강남역</b> 일대여서, 투덜투덜 상태였었는데. 홍대앞에서 약속이라니 설레임도 크고, 룰루랄라~♬ 밥을 먹으러 가는데, 홍대앞에 못보던 <b>찻집</b>이 하나 생겼더군요. '차의 삼위일체'를 말하는... ",20050727
1707,멍도리의 석사라이프,[경기도 근교 나들이] 용인 호암미술관 / 에버랜드 (윙고카드... ,"옛날 연못인데, 지금은 겨울이라 그런지 물이 없었어요ㅠㅠ그리구 6번 <b>찻집</b>을 지나서 올라가면 5번... 대중교통은 서울 좌석버스 5002(<b>강남역</b>), 5700(강변역), 1113(천호동),1500-2(분당 경유), 수원/용인 일반버스 66... ",20140215
1708,Chloe's Easy Breezy Life,"2015 상반기 Seoul, my soul 2",무렵의 <b>강남역</b>을 지나 역삼쪽으로 진입 어제 먹었던 싱가포르 커피를 판다는 또다른 프랜차이즈... 할머니 휠체어 끌고 돌아다니곤 했던 집 앞 시장올해 1월 초인가서울 <b>강남</b> 지역 몇군데 남지 않은 재래... ,20150214
1709,주현재(酒峴齋) CHALET DE LA COLLINE DU VIN,아들과 영화 한 편을 보다,그래서 우리는 전화로 서로 안부를 묻는 것 외에 한 달에 두서너 차례 주 중에 일과 후나 주말에 명동이나 <b>강남역</b> 부근에서 만나 영화 한 편을 관람한 뒤 저녁을 함께 하거나 <b>찻집</b>에서 차를 한 잔 마시며... ,20161206
1710,자유로운 바람처럼,지난 토요일의 막장 하루,결과 <b>강남역</b> 씨너스지에 '강철중'표가 남았다는 말에 <b>강남</b>으로 고고씽을 하게 되었습니다. 하지만... 허리가...;;;;;) <b>찻집</b>에 가서 파르페를 잔뜩 먹은 뒤에 노래방에 가서 2시간 동안 방방뛰다가 집에 들어... ,20080707
1711,♩,상하이에서 먹은 것들 :),"집근처 <b>강남역</b>의 딘타이펑을 지나갈 때도 저런 음식점 누가 가나 했는데.. 제가 갑니다 !! 저 귀여운... 一茶一坐 타이완 계열의 <b>찻집</b> 겸 레스토랑이에요 겨울에 추울 때 자주 가서 먹었어요, 역시 겨울엔... ",20110215
1712,"Living in Portland, OR",한국 방문 17~24일 차 / 좋은 사람 좋은 만남,"이 날 뷔페로 배를 가득 채우고, <b>강남역</b>으로 이동해서 늦은 밤까지 오꼬노미야끼와 생맥주... 옮겨 <b>찻집</b>으로, 나는 진한 대추차 예쁜 홍차 예쁜 찻잔 카페 주인이 직접 구운 스콘 야식으로 또 치킨.... ",20170918
1713,♥ Art of Life ♡,[맛집] 커피가 맛있는 곳 27집..♡,할리스 <b>강남</b>점 서양과 동양이 합쳐진 이미지의 인테리어로 편안하고 여유롭게 커피를 즐길 수 있도록 했다. 30여 가지의 다양한 에스프레소 커피를 맛볼 수 있다. 위치 : 서울 <b>강남역</b> 씨티극장 오른쪽 방향... ,20040522
1714,연두와 땅따먹기,이른 주말 아침 연두는.. #고터_새벽꽃시장 #고터... ,여긴 <b>강남</b> 고속터미널 경찰서앞 지하철 입구의 계단입니다. 이 계단은 인간의 행동 심리학을 잘... 그녀에게 진심을 전하고는 그 다음 스케쥴인 <b>강남역</b>으로 가겠죠. <b>강남역</b>에서 제가 좋아하는 동기녀석과 판교행... ,20171118
1715,맛볼 taste.kr 비평 중심의 문화적 기호 · 맛 · 향기 리뷰,[업데이트] 카페 매트릭스 : 소비자가 한 눈에 살펴 가늠해... ,인사동권 (<b>찻집</b> 위주) 갈피 관훈갤러리 카페 귀천 다경향실 다락 다사랑 달새는 달만 생각한다 도채비도 반한 <b>찻집</b> 반짝반짝 빛나는 수요일 심우방 여기쯤 연화정 오설록 인사동점 지대방 차라리... ,20140701
1716,둥채의 연지곤지이야기 ~*,"코리안디저트, 어디까지먹어봤니??","핫플레이스 ,<b>강남역</b>에 위치한 차오름입니다! <b>강남역</b> 3번출구에서 멀지 않은 곳에 있는 차오름... 소개해주고싶었던 학교앞 전통 <b>찻집</b>이예요! 바로, 녹원 경희대점인데요 가게도 작고 홍보도 따로 하지 않으셔서... ",20151122
1717,"나의 하루, 사랑해",새벽에 잠안오고 할거없어서 쓰는 글,분위기도 전통<b>찻집</b>느낌이면서 세련되게.. 다들 어르신들... #28 브로슈어 역촌동에 있는 카페 ! 요즘... 나중에 가보세용 조용하구 좋아요 #31 수수커피 <b>강남역</b> 1번출구에 숨어있는 수수 커피 ! 가로수길에도... ,20170914
1718,나디아의 멜로디,2010년 11월 24일 오전 1시 44분에 저장한 글입니다.,"저녁먹고 <b>강남역</b>으로 걸어가다가 남친님아 회사의 상무님을 만나서 배꼽인사 했다 (휴, 오늘 상태좋고 옷 이쁘게입어서 다행) 그리고 건대로 넘어와 좀 걷다가 <b>찻집</b>에 들려서 얼그레이를 시켰는데 티백으로... ",20101124
1719,잘 모르는 블로그,1박2일에 나온 전통주겔러리 실제로 다녀왔습니다!,전통<b>찻집</b>입니다 겔러리 소개글이 입구에 있구요 정보센터를 운영하여 상담도 가능합니다 이것이..바로... <b>강남역</b> 근처에 위치하고 있으니 강나 오시는 준들은 한번 방문해 보시길 추천드립니다 ^^ #전통주겔러리... ,20170721
1720,DSNer moonC!!!,[청담맛집] 테이스팅룸. (Tasting Room),내가 &quot;언니 너무 늦어서 우린 <b>찻집</b>으로 가 있을테니 언니는 <b>강남역</b>에서 떡뽁이라도 먹고 오라고 할라 했다&quot; 니까 눈에 힘준다.... .. 헉... 무서비.... ㅡ.ㅡ 암튼 박실장님이 도착하셨으니 그 찍어뒀던 도마피자를... ,20100712
1721,메종드눌눌,일상,그래도 단풍지기 전에 잘다녀온걸로ㅎ 월요일 점심시간에 택시까지 타고 <b>강남</b>구청역 낭만식당 돈까스 먹으러 갔다. 오!!맛있다 20분 왕복 택시에 시간 쫓기며 먹긴했지만 만족!! 소스가 진해서 좋았음 <b>강남역</b>... ,20161127
1722,:: 제2외국어 전문 르몽드어학원 공식블로그 ::,[<b>강남</b>프랑스어과외]프랑스어학원이 알려드리는 식당 예약 회화,"<b>찻집</b>과 바를 겸한 듯한 곳으로 가벼운 식사도 가능하고 화장실, 전화등을 이용할 수 있어 아주... <b>강남</b> 어학원 / <b>강남</b>르몽드어학원 <b>강남역</b> 11번 출구 (서울 <b>강남</b>구 <b>강남</b>대로 94길 21) 서울과학기술원 에... ",20171023
1723,여행 & 쉼표,[트레킹]지리산 둘레길 1구간(주천-운봉구간)에서 봄맞이 준비,일단 여행사 가이드에게 전화하여 <b>강남역</b>에서 탈 수 없는 상황이 발생하여 양재역에서 타겠다고 미리... 초가집을 나와 논뚝길을 지나면 비닐하우스로 만든 <b>찻집</b>이 나타나고 바로 산길로 접어든다. 운봉읍의... ,20150315
1724,귀차니즘중독자,[2012-2차] 오래 모임 공지,연극 &quot;풍찬노숙&quot; : 남산예술센터 3시공연 (러닝타임 230분 / 인터미션 15분 포함) * 연극관람 후 저녁식사는 압구정 또는 <b>강남역</b> 예정입니다. * 식사후 근처 <b>찻집</b>에서 수다예정 - 예상 회비 : 3만원 내외,20120116
1725,jennysdreams,런던(London)-뮤지컬/버거앤랍스터,친구들 만날때 &quot;<b>강남역</b> 몇번 출구로 나와&quot; 런더너들의 만남의 장소이기도 해요. 사진이 잘렸지만 왼쪽에 보이는 <b>찻집</b>이 포트넘 앤 메이슨(Fortnum&amp;Mason) 이라는 <b>찻집</b>이구요. 영국황실이 정식으로 임명한... ,20170627
1726,디지털프린팅솔루션[www.printerrental.net],남 몰래 가르쳐주는 서울투어 시크릿 파일,"만약에 서울에서의 세련된 도시문화를 느끼고 싶으시다면 <b>강남</b>의 상업지역인 <b>강남역</b>과 삼성역, 쇼핑 지역인 압구정, 청담동 등을 둘러보는 것을 추천한답니다. 또 서울 인사동은 전통<b>찻집</b>, 골동품 상점... ",20160913
1727,계절에 민감한 추녀랍니당!~,안면도(꽃지.나문재)..파도리(몽돌)..신두리(해안사구)..,"체인점인 뽀뚜루까 아저씨가 있고 <b>찻집</b>도 있고 식사후 산책도 하며 자연도 눈에 익히는 동안는 모든... ~ 교대에서 2호선으로 갈아 타고 <b>강남역</b>에~ 한화증권 바로 옆...마키노차야~ 디너 18시~20시..39,000원 <b>강남</b>의... ",20120323
1728,위례신안탑공인중개사사무소,위례센트럴푸르지오 전세/월세(임대)찾습니다,"신사, <b>강남역</b>등 출퇴근이 가능하고 지하철 8호선 복정역, 장지역 환승 또한 편리합니다 2년 도래하는... 예쁜 <b>찻집</b>을 운영중입니다 주민들의 수준높은 여가활동을 위한 커뮤니티시설 운영으로 모든 세대가... ",20180529
1729,면지니의 행복한일상,[<b>강남</b>/신논현역 카페] 클로리스... (클로리스티룸) - <b>강남역</b> 예쁜... ,찾기 힘들었는데 예쁜 카페 넘 반가워요^-^ [클로리스 신논현점] 주소: 서울 <b>강남</b>구 역삼동 809-3 전화번호: 02-557-7523 <b>강남역</b>에서 먹자골목 언덕 쪽으로 올라와 편의점에서 왼쪽으로 쭉 꺾으면 나오는 곳이구요... ,20131212
